TreeNum,Response,Easting,Northing,TreesPClus,BAPClus,SDI_20th,BA_20th,BA_Inf_20th,BA_Inf_20th_IND,NeighSDIAlt25_91,IndDBHIn,DeadDist,DeadDistInd,NeighBSA9125,NeighBSA915,NeighBSA911,NeighBSA9115,bsadead25new,bsadead5new,bsadead1new,bsadead15new,bsadead25newind,bsadead5newind,bsadead1newind,bsadead15newind
15,0,766299.8802,4333860.568,9,13.378662,13.14337116,8.26281,0,0,35.79632402,8,76.7411703,0,22.79772,34.000236,65.39346,107.656506,0,0,0,0,0,0,0,0
17,0,766302.5517,4333861.804,9,13.378662,11.89678286,7.575606,0,0,31.6291588,28,78.50835201,0,20.676114,32.58765,53.498286,100.806282,0,0,0,0,0,0,0,0
20,0,766303.0753,4333858.516,9,13.378662,13.36597744,8.382798,0,0,23.25665479,8,80.53147435,0,13.487742,27.853578,49.68594,102.218868,0,0,0,0,0,0,0,0
22,0,766307.6322,4333856.684,9,13.378662,11.21462287,7.28109,0,0,20.76262577,8,85.40410747,0,12.146058,24.532092,43.539282,80.970084,0,0,0,0,0,0,0,0
23,0,766310.7225,4333856.479,9,13.378662,4.994404864,2.459754,0,0,18.77874628,8,88.21857331,0,11.158884,22.366854,38.881566,56.470716,0,0,0,0,0,0,0,0
24,0,766311.0215,4333856.504,9,13.378662,4.295433426,2.110698,0,0,18.77874628,6,88.47087485,0,11.158884,22.366854,38.39616,54.889056,0,0,0,0,0,0,0,0
25,0,766300.9998,4333855.367,9,13.378662,14.68940189,9.239076,0,0,25.94557659,10,80.35186746,0,15.069402,31.038714,47.935206,103.233312,0,0,0,0,0,0,0,0
26,0,766308.8307,4333854.049,9,13.378662,7.005610864,3.65418,0,0,19.47771772,10,87.74360142,0,11.50794,22.099608,39.912372,57.087018,0,0,0,0,0,0,0,0
27,0,766304.8408,4333852.417,9,13.378662,7.441476762,3.932334,0,0,25.6168409,7,85.17377148,0,14.933052,26.293734,42.672096,80.441046,0,0,0,0,0,0,0,0
29,0,766300.2426,4333834.799,9,13.378662,0.698971437,0.349056,0,0,8.436521088,8,92.34987278,0,4.712256,13.793166,36.890856,67.853214,0,0,0,0,0,0,0,0
32,0,766291.7331,4333840.321,9,13.378662,4.698636523,2.683368,0,0,22.67688925,13,82.38427996,0,12.18969,25.55199,57.610602,88.349346,0,0,0,0,0,0,0,0
34,0,766289.0672,4333845.049,9,13.378662,5.553186567,3.13605,0,0,27.27245334,11,77.18674906,0,14.496732,34.82379,72.036432,95.979492,0,0,0,0,0,0,0,0
35,0,766289.4756,4333848.2,9,13.378662,4.029558092,2.214324,0,0,34.91851738,10,75.36859454,0,18.647226,32.625828,80.375598,101.520756,0,0,0,0,0,0,0,0
36,0,766289.9505,4333851.553,9,13.378662,6.754952798,3.594186,0,0,40.34981549,11,73.56664343,0,23.081328,33.989328,80.970084,108.687312,0,0,0,0,0,0,0,0
38,0,766293.8985,4333856.933,9,13.378662,8.316338035,4.314114,0,0,37.92283143,10,73.54017427,0,21.548754,35.440092,74.021688,124.400286,0,0,0,0,0,0,0,0
39,0,766290.9695,4333857.784,9,13.378662,6.316338035,3.223314,0,0,35.65972589,9,70.64050311,0,20.387052,43.430202,79.497504,124.59663,0,0,0,0,0,0,0,0
40,0,766289.9114,4333859.33,9,13.378662,7.672780853,3.84507,0,0,35.15818298,6,68.89431274,0,19.9071,42.906618,83.658906,131.146884,0,0,0,0,0,0,0,0
42,0,766294.2081,4333859.869,9,13.378662,6.380821566,3.196044,0,0,37.40382371,8,72.20680723,0,21.090618,39.366972,73.285398,124.067592,0,0,0,0,0,0,0,0
45,0,766274.674,4333847.069,9,13.378662,8.204566141,4.521366,0,0,46.27784827,11,65.85806975,0,27.24273,57.583332,80.081082,107.492886,0,0,0,0,0,0,0,0
47,0,766277.9472,4333861.011,9,13.378662,9.9187814,5.197662,0,0,44.42873309,9,58.28704538,0,26.566434,49.205988,109.199988,163.445472,0,0,0,0,0,0,0,0
48,0,766278.1164,4333860.661,9,13.378662,9.9187814,5.197662,0,0,43.98824643,13,58.63996335,0,26.37009,49.205988,109.199988,163.445472,0,0,0,0,0,0,0,0
50,0,766283.4498,4333862.764,9,13.378662,10.01242899,5.421276,0,0,28.92417637,8,61.6233195,0,15.21666,54.010962,102.818808,148.616046,0,0,0,0,0,0,0,0
51,0,766280.0671,4333853.679,9,13.378662,8.212947003,4.510458,0,0,44.29295103,7,64.71828558,0,23.555826,53.209224,95.783148,124.427556,0,0,0,0,0,0,0,0
52,0,766280.0206,4333850.007,9,13.378662,4.45885486,2.39976,0,0,43.07085506,11,67.25080478,0,23.048604,47.466162,84.01887,112.259682,0,0,0,0,0,0,0,0
55,0,766279.6241,4333839.384,9,13.378662,6.496605256,3.348756,0,0,37.43262905,8,74.94566371,0,23.610366,48.616956,70.089354,85.540536,0,0,0,0,0,0,0,0
56,0,766277.2317,4333841.53,9,13.378662,8.827191911,4.668624,0,0,50.299167,11,71.77783652,0,31.682286,52.456572,78.303078,93.192498,0,0,0,0,0,0,0,0
58,0,766278.3881,4333836.745,9,13.378662,6.496605256,3.348756,0,0,38.08027587,4,76.28136584,0,24.930234,46.037214,68.660406,85.006044,0,0,0,0,0,0,0,0
59,0,766277.036,4333836.662,9,13.378662,5.496605256,2.803356,0,0,44.22688389,8,75.54946306,0,30.171528,45.84087,68.115006,86.075028,0,0,0,0,0,0,0,0
61,0,766274.9402,4333838.542,9,13.378662,7.661898584,4.00869,0,0,48.75128352,7,72.80134528,0,32.544018,51.802092,64.98441,93.574278,0,0,0,0,0,0,0,0
65,0,766270.4316,4333841.869,9,13.378662,13.22150174,8.437338,0,0,52.14891513,11,67.5031977,0,34.218396,53.972784,78.875748,104.340474,0,0,0,0,0,0,0,0
71,0,766265.2302,4333847.434,9,13.378662,10.6311906,5.67216,0,0,64.48142771,8,59.99727296,0,41.799456,56.252556,81.466398,118.673586,0,0,0,0,0,0,0,0
72,0,766265.2487,4333847.763,9,13.378662,10.6311906,5.67216,0,0,58.33481969,5,59.73056352,0,36.558162,56.4489,81.799092,119.33352,0,0,0,0,0,0,0,0
73,0,766269.1546,4333849.668,9,13.378662,12.70497738,6.932034,0,0,57.45372736,9,60.40231832,0,35.107398,59.09409,88.114824,126.31464,0,0,0,0,0,0,0,0
74,0,766262.2599,4333852.914,9,13.378662,15.91253754,8.437338,0,0,51.61634427,7,53.78267292,0,30.875094,63.62091,91.70901,164.65626,0,0,0,0,0,0,0,0
75,0,766266.1633,4333851.828,9,13.378662,14.15943983,7.602876,0,0,50.20883392,9,56.88880699,0,29.189808,64.951686,87.86394,158.062374,0,0,0,0,0,0,0,0
76,0,766264.4744,4333853.747,9,13.378662,16.5759381,8.928198,0,0,48.67330484,11,54.34485226,0,28.317168,59.334066,88.49115,167.90139,0,0,0,0,0,0,0,0
77,0,766267.0001,4333854.03,9,13.378662,14.04768887,7.542882,0,0,49.55270908,11,55.6282925,0,28.791666,62.110152,87.72759,159.458598,0,0,0,0,0,0,0,0
78,0,766264.0668,4333856.691,9,13.378662,13.59205861,7.395624,0,0,37.08498612,7,51.73163276,0,19.618038,53.901882,91.46358,172.968156,0,0,0,0,0,0,0,0
79,0,766267.0644,4333856.206,9,13.378662,13.01998174,7.057476,0,0,40.53647136,13,53.96759324,0,21.46149,56.334366,92.270772,171.359226,0,0,0,0,0,0,0,0
80,0,766269.3907,4333856.684,9,13.378662,11.56828908,6.212106,0,0,40.64360157,11,55.11243002,0,21.603294,56.356182,96.066756,158.57505,0,0,0,0,0,0,0,0
81,0,766272.3863,4333854.652,9,13.378662,13.02743403,7.161102,0,0,41.35130771,10,58.62638881,0,21.892356,54.616356,91.294506,145.692702,0,0,0,0,0,0,0,0
82,0,766272.2457,4333857.768,9,13.378662,10.96749896,6.157566,0,0,47.26406133,5,56.26580358,0,28.03356,47.651598,103.396932,163.516374,0,0,0,0,0,0,0,0
83,0,766236.9711,4333839.762,15,24.128496,5.252971493,4.112316,0,0,37.84824884,27,44.42087224,1,26.550072,53.536464,110.519856,171.790092,0,0,0,0,0,0,0,0
84,0,766236.4374,4333850.72,15,24.128496,7.60184137,4.259574,0,0,30.53716906,14,38.66639457,1,17.900028,72.849078,134.60472,200.27088,0,0,0,2.296134,0,0,0,1
86,0,766246.436,4333847.929,15,24.128496,3.86295635,1.79982,0,0,40.4565916,5,48.99368365,1,24.990228,55.418094,131.506848,173.524464,0,0,0,0,0,0,0,0
87,0,766246.4548,4333845.871,15,24.128496,7.482334296,4.82679,0,0,41.16728628,7,49.77788944,1,27.002754,61.962894,118.16091,161.072982,0,0,0,0,0,0,0,0
88,0,766247.3773,4333842.124,15,24.128496,6.454627169,4.341384,0,0,49.87338905,5,52.18127854,0,34.921962,65.09349,105.45309,151.746642,0,0,0,0,0,0,0,0
90,0,766245.8989,4333833.917,15,24.128496,5.525205457,3.986874,0,0,35.45938781,5,55.08720905,0,26.440992,55.84896,81.613656,124.945686,0,0,0,0,0,0,0,0
93,0,766231.7574,4333830.809,15,24.128496,14.06682948,11.7261,0,0,25.59671087,10,46.46335069,1,20.04345,35.849142,99.328248,145.899954,0,0,0,0,0,0,0,0
94,0,766229.6156,4333830.419,15,24.128496,14.06682948,11.7261,0,0,30.52094667,5,45.35556695,1,24.019416,35.652798,90.083718,147.677958,0,0,0,0,0,0,0,0
95,0,766228.3328,4333829.899,15,24.128496,14.06682948,11.7261,0,0,30.19221098,36,44.95488737,1,23.883066,42.852078,87.242184,148.283352,0,0,0,0,0,0,0,0
98,0,766232.5824,4333841.038,15,24.128496,5.252971493,4.112316,0,0,44.33303959,5,40.12364983,1,31.327776,42.115788,128.256264,183.668904,0,0,0,1.22715,0,0,0,1
100,0,766228.3947,4333851.232,15,24.128496,7.920830041,4.139586,0,0,49.73053087,9,31.12962824,1,33.73299,72.107334,139.769658,212.067882,0,0,1.22715,13.85316,0,0,1,1
101,0,766228.6209,4333853.236,15,24.128496,7.920830041,4.139586,0,0,59.18834511,5,30.48441101,1,40.272336,85.9005,138.515238,213.834978,0,0,1.22715,14.39856,0,0,1,1
102,0,766228.1415,4333854.01,15,24.128496,7.920830041,4.139586,0,0,59.18834511,5,29.74240854,1,40.272336,87.383988,129.117996,213.74226,0,0,1.22715,18.37998,0,0,1,1
103,0,766234.0677,4333850.031,15,24.128496,7.763792453,4.188672,0,0,41.27509824,7,36.76333999,1,26.293734,73.525374,133.830252,198.351072,0,0,0,2.296134,0,0,0,1
104,0,766234.4279,4333850.126,15,24.128496,9.103734143,4.974048,0,0,40.43067685,9,37.05229822,1,25.85196,73.661724,134.490186,199.932732,0,0,0,2.296134,0,0,0,1
105,0,766206.9777,4333831.061,1,2.639736,8.213978777,6.38118,0,0,55.02539733,21,27.1696792,1,43.16841,63.795438,90.732744,137.828034,0,0,5.230386,17.005572,0,0,1,1
107,0,766209.9836,4333813.637,1,2.639736,14.20707945,11.37159,0,0,23.56051632,25,39.20076582,1,18.29817,32.462208,66.271554,80.108352,0,0,0,2.639736,0,0,0,1
108,0,766208.8867,4333815.023,1,2.639736,14.20707945,11.37159,0,0,28.1953294,28,37.45192607,1,21.985074,32.947614,66.271554,80.244702,0,0,0,2.639736,0,0,0,1
109,0,766204.845,4333816.283,1,2.639736,14.20707945,11.37159,0,0,28.06049207,26,33.69050506,1,21.903264,33.662088,70.6293,79.262982,0,0,2.639736,2.639736,0,0,1,1
110,0,766192.3119,4333815.987,1,2.639736,6.338405272,4.49955,0,0,26.96374955,6,26.88017719,1,20.64339,41.984892,55.390824,82.289952,0,0,2.639736,3.561462,0,0,1,1
111,0,766200.6344,4333826.318,1,2.639736,8.213978777,6.38118,0,0,56.49883982,27,23.85144542,1,42.601194,54.927234,75.18339,120.609756,0,2.639736,2.639736,17.005572,0,1,1,1
112,0,766193.1389,4333822.147,1,2.639736,5.404035422,4.019598,0,0,39.71495369,26,21.80722227,1,28.74258,51.300324,65.224386,105.164028,0,2.639736,2.639736,13.029606,0,1,1,1
113,0,766187.4511,4333816.46,1,2.639736,2.868885524,1.47258,0,0,17.39148317,7,24.86786867,1,12.958704,37.943478,52.865622,83.331666,0,2.639736,2.639736,4.66317,0,1,1,1
114,0,766180.791,4333815.459,1,2.639736,2.428398867,1.276236,0,0,7.832434289,11,25.16825492,1,5.295834,25.104762,53.247402,77.234094,0,2.639736,2.639736,3.29967,0,1,1,1
115,0,766185.0744,4333819.026,1,2.639736,2.868885524,1.47258,0,0,19.60148817,8,21.87680618,1,13.864068,44.182854,56.470716,93.307032,0,2.639736,2.639736,11.802456,0,1,1,1
117,0,766192.1076,4333841.172,1,2.639736,32.81018429,23.64309,0,0,46.97818,17,10.57862146,1,34.131132,57.316086,120.495222,166.925124,2.639736,11.802456,26.768232,26.768232,1,1,1,1
118,0,766198.1709,4333839.934,1,2.639736,20.28506742,15.702066,0,0,47.69922898,35,16.64128088,1,34.76925,61.395678,133.246674,179.103906,2.639736,10.220796,24.586632,26.768232,1,1,1,1
119,0,766198.0125,4333842.625,1,2.639736,16.39868852,13.078692,0,0,49.4967347,22,16.59098394,1,36.029124,67.825944,139.70421,191.81718,2.639736,11.447946,24.586632,26.768232,1,1,1,1
120,0,766148.0607,4333839.891,15,24.128496,5.723934207,4.112316,0,0,17.5011436,23,31.89560826,1,11.169792,35.265564,67.476888,119.000826,0,0,8.64459,17.987292,0,0,1,1
121,0,766162.0842,4333830.709,1,2.639736,1.468193784,0.68175,0,0,7.972131822,5,21.83613742,1,4.832244,22.683186,72.64728,122.758632,0,2.639736,7.384716,21.565116,0,1,1,1
122,0,766159.7926,4333830.654,1,2.639736,1.468193784,0.68175,0,0,7.972131822,6,23.92378409,1,4.832244,21.417858,75.134304,123.025878,0,2.639736,7.384716,21.565116,0,1,1,1
123,0,766157.5557,4333829.985,1,2.639736,1.468193784,0.68175,0,0,7.972131822,8,26.23809268,1,4.832244,7.77195,66.031578,115.81569,0,0,6.46299,17.987292,0,0,1,1
124,0,766158.1502,4333820.744,1,2.639736,1.128268205,0.534492,0,0,4.165216851,7,30.69442209,1,1.947078,7.204734,39.8142,79.672032,0,0,2.639736,7.384716,0,0,1,1
125,0,766151.9221,4333821.387,1,2.639736,2.697023067,1.265328,0,0,7.232238156,7,35.31554478,1,3.659634,7.6356,25.350192,69.314886,0,0,2.639736,2.639736,0,0,1,1
126,0,766149.3517,4333827.155,1,2.639736,1.692402308,0.801738,0,0,11.03915313,7,34.89293548,1,6.5448,14.327658,44.182854,83.189862,0,0,2.639736,7.384716,0,0,1,1
127,0,766149.0837,4333818.883,1,2.639736,1.568754862,0.730836,0,0,7.232238156,6,39.06364546,1,3.659634,7.6356,19.078092,51.982074,0,0,0,2.639736,0,0,0,1
128,0,766146.247,4333823.227,1,2.639736,2.132888964,0.998082,0,0,11.03915313,7,39.34751952,1,6.5448,11.115252,24.030324,58.38507,0,0,0,2.639736,0,0,0,1
129,0,766132.98,4333809.259,1,2.639736,2.139458094,1.0908,0,0,6.211100158,6,57.80730658,0,3.266946,6.828408,14.382198,27.040932,0,0,0,0,0,0,0,0
130,0,766137.2644,4333824.012,1,2.639736,3.067021305,1.712556,0,0,11.07138976,8,47.28996055,1,6.05394,18.281808,23.119506,45.355464,0,0,0,0,0,0,0,0
131,0,766136.8941,4333824.64,1,2.639736,3.067021305,1.712556,0,0,11.07138976,9,47.42162404,1,6.05394,18.549054,24.973866,46.882584,0,0,0,0,0,0,0,0
132,0,766136.6296,4333824.837,1,2.639736,3.067021305,1.712556,0,0,11.07138976,13,47.60508625,1,6.05394,18.549054,24.973866,46.882584,0,0,0,0,0,0,0,0
133,0,766132.2647,4333838.568,15,24.128496,3.990506175,2.405214,0,0,23.9858996,11,45.53102436,1,15.102126,18.936288,43.866522,102.976974,0,0,0,0,0,0,0,0
134,0,766130.0793,4333839.958,15,24.128496,5.330447866,3.19059,0,0,20.17898463,16,46.78891165,1,12.21696,18.65268,49.702302,104.476824,0,0,0,0,0,0,0,0
135,0,766127.6726,4333845.055,15,24.128496,7.179490018,4.095954,0,0,15.42472095,8,46.9497265,1,9.364518,24.755706,70.171164,111.12525,0,0,0,0,0,0,0,0
136,0,766127.503,4333846.655,15,24.128496,6.014196691,3.43602,0,0,16.76466264,12,46.58261067,1,10.149894,24.755706,76.563252,112.521474,0,0,0,0,0,0,0,0
137,0,766127.61,4333848.661,15,24.128496,3.887955281,2.039796,0,0,18.46825484,9,45.89002169,1,10.96254,30.613302,79.481142,116.79741,0,0,0,0,0,0,0,0
138,0,766133.431,4333848.071,15,24.128496,8.723284577,5.377644,0,0,25.67848415,6,40.51287911,1,16.056576,30.062448,81.777276,131.872266,0,0,0,5.34492,0,0,0,1
139,0,766112.6277,4333821.007,15,24.128496,3.633091204,2.296134,0,0,6.905438262,15,71.5150552,0,3.839616,10.406232,24.886602,45.56817,0,0,0,0,0,0,0,0
140,0,766130.003,4333815.29,1,2.639736,2.57994475,1.287144,0,0,7.927172126,10,57.4268206,0,4.33593,8.884566,21.477852,31.327776,0,0,0,0,0,0,0,0
141,0,766129.6579,4333811.484,1,2.639736,2.57994475,1.287144,0,0,7.927172126,8,59.50461569,0,4.33593,6.828408,15.98022,28.813482,0,0,0,0,0,0,0,0
142,0,766123.6984,4333812.901,1,2.639736,2.703592196,1.358046,0,0,10.40832547,6,64.14193939,0,5.830326,6.642972,18.199998,29.947914,0,0,0,0,0,0,0,0
143,0,766120.5516,4333812.141,1,2.639736,2.720692727,1.532574,0,0,7.34130416,7,67.31158659,0,4.11777,7.630146,17.932752,30.362418,0,0,0,0,0,0,0,0
144,0,766113.95,4333815.998,1,2.639736,4.76135941,2.830626,0,0,9.044896356,14,71.93706058,0,4.930416,11.94426,20.550672,39.339702,0,0,0,0,0,0,0,0
145,0,766110.2337,4333811.555,1,2.639736,2.280206071,1.33623,0,0,9.352890774,7,77.00417884,0,5.04495,10.624392,19.078092,31.753188,0,0,0,0,0,0,0,0
146,0,766101.4519,4333798.307,1,2.639736,4.785436916,2.956068,0,0,8.682029568,8,90.5799751,0,4.914054,8.873658,13.029606,22.241412,0,0,0,0,0,0,0,0
147,0,766099.835,4333798.129,1,2.639736,4.785436916,2.956068,0,0,8.682029568,9,92.09473646,0,4.914054,7.646508,14.605812,22.241412,0,0,0,0,0,0,0,0
150,0,766095.5814,4333805.773,1,2.639736,6.574502634,3.855978,0,0,10.80827098,6,92.75523962,0,6.310278,9.833562,20.076174,28.502604,0,0,0,0,0,0,0,0
151,0,766090.3801,4333802.479,1,2.639736,5.43504454,3.310578,0,0,10.24413688,11,98.81909988,0,6.043032,8.715492,19.181718,28.409886,0,0,0,0,0,0,0,0
152,0,766099.2744,4333811.381,1,2.639736,2.167165221,1.030806,0,0,14.44136218,8,87.30925778,0,8.606412,11.377044,22.841352,36.220014,0,0,0,0,0,0,0,0
153,0,766093.3508,4333807.616,1,2.639736,6.134015978,3.659634,0,0,10.80827098,5,94.1645898,0,6.310278,11.606112,22.546836,34.556544,0,0,0,0,0,0,0,0
154,0,766093.4585,4333809.128,1,2.639736,3.332458548,1.69074,0,0,10.80827098,8,93.54399492,0,6.310278,11.873358,23.637636,34.556544,0,0,0,0,0,0,0,0
155,0,766091.1854,4333818.075,15,24.128496,2.12624141,1.396224,0,0,10.6037874,16,91.39828434,0,6.632064,18.821754,31.802274,44.379198,0,0,0,0,0,0,0,0
156,0,766104.2973,4333830.329,15,24.128496,1.568754862,0.730836,0,0,10.78383184,6,74.19505679,0,6.522984,10.908,36.907218,75.952404,0,0,0,0,0,0,0,0
157,0,766104.6276,4333830.614,15,24.128496,1.568754862,0.730836,0,0,11.0136087,7,73.77610574,0,6.610248,11.038896,36.907218,75.75606,0,0,0,0,0,0,0,0
158,0,766099.8815,4333835.781,15,24.128496,4.370312291,2.69973,0,0,8.545810823,7,76.2390219,0,4.974048,17.310996,51.56757,90.460044,0,0,0,0,0,0,0,0
159,0,766097.6558,4333841.776,15,24.128496,5.971471516,3.637818,0,0,16.08773767,19,76.60012158,0,9.937188,21.02517,64.537182,115.946586,0,0,0,0,0,0,0,0
160,0,766097.5099,4333848.521,15,24.128496,10.21425238,6.801138,0,0,21.6135794,11,74.82073232,0,14.731254,28.0881,76.186926,128.82348,0,0,0,0,0,0,0,0
161,0,766107.6467,4333844.876,15,24.128496,1.569718549,0.87264,0,0,15.48657845,12,66.15085149,0,9.5445,28.349892,61.390224,119.677122,0,0,0,0,0,0,0,0
162,0,766065.5594,4333831.022,15,24.128496,12.83818553,7.668324,0,0,35.60213083,10,110.3990016,0,20.905182,26.326458,49.560498,90.869094,0,0,0,0,0,0,0,0
163,0,766065.4588,4333838.332,11,9.440874,14.1350315,8.31735,0,0,25.71106884,15,108.2724535,0,14.856696,30.989628,82.202688,125.25111,0,0,0,0,0,0,0,0
164,0,766065.6101,4333844.743,11,9.440874,7.278092558,4.101408,0,0,27.87009529,12,101.8798724,0,16.77105,37.698048,105.567624,130.961448,0,0,0,0,0,0,0,0
165,0,766067.8112,4333842.382,11,9.440874,13.61680523,7.848306,0,0,29.78711453,6,104.3853633,0,17.9982,32.473116,101.357136,131.010534,0,0,0,0,0,0,0,0
166,0,766068.7473,4333848.719,11,9.440874,5.641360613,3.048786,0,0,26.23020664,4,98.15094406,0,16.601976,52.663824,111.474306,140.642298,0,0,0,0,0,0,0,0
167,0,766071.4042,4333843.436,15,24.128496,11.3835927,6.566616,0,0,25.35273369,13,101.3685167,0,14.594904,28.677132,96.355818,127.75995,0,0,0,0,0,0,0,0
168,0,766072.9807,4333843.27,15,24.128496,8.767602023,4.99041,0,0,25.35273369,7,99.88044251,0,14.594904,28.764396,94.114224,127.170918,0,0,0,0,0,0,0,0
169,0,766075.0511,4333844.471,15,24.128496,5.301418922,2.80881,0,0,26.05170513,9,97.57964035,0,14.94396,42.252138,92.570742,128.834388,0,0,0,0,0,0,0,0
170,0,766074.5624,4333838.79,15,24.128496,7.967105821,4.450464,0,0,27.6962637,10,99.56742886,0,16.17111,24.417558,83.157138,123.189498,0,0,0,0,0,0,0,0
171,0,766078.7119,4333842.37,15,24.128496,4.631155408,2.525202,0,0,26.23867652,8,94.57710675,0,15.254838,23.58855,90.247338,127.961748,0,0,0,0,0,0,0,0
172,0,766071.8189,4333835.875,15,24.128496,16.13103635,9.468144,0,0,26.53097038,16,103.0634949,0,15.511176,23.566734,69.543954,117.375534,0,0,0,0,0,0,0,0
173,0,766074.5928,4333832.418,15,24.128496,12.18487649,7.44471,0,0,24.81489841,6,101.3350644,0,14.442192,25.60653,46.484442,100.604484,0,0,0,0,0,0,0,0
174,0,766076.8393,4333831.177,15,24.128496,12.18487649,7.44471,0,0,24.58512155,5,99.55159256,0,14.354928,24.477552,47.384352,95.984946,0,0,0,0,0,0,0,0
175,0,766076.5278,4333830.79,15,24.128496,11.18487649,6.89931,0,0,24.58512155,13,99.96586737,0,14.354928,25.873776,47.384352,94.016052,0,0,0,0,0,0,0,0
176,0,766072.5038,4333828.737,15,24.128496,12.18487649,7.44471,0,0,27.31454898,11,104.426728,0,15.827508,25.873776,48.453336,88.720218,0,0,0,0,0,0,0,0
177,0,766078.7171,4333826.177,15,24.128496,7.718693392,4.71771,0,0,17.85451073,17,99.41596789,0,10.722564,24.123042,42.966612,73.230858,0,0,0,0,0,0,0,0
178,0,766072.6145,4333828.141,15,24.128496,12.18487649,7.44471,0,0,25.97460729,15,104.5089113,0,15.042132,25.873776,42.426666,87.651234,0,0,0,0,0,0,0,0
179,0,766069.7769,4333828.566,15,24.128496,9.841346486,5.868504,0,0,29.59475505,12,107.0734306,0,17.163738,27.537246,43.49565,82.131786,0,0,0,0,0,0,0,0
180,0,766071.0795,4333808.527,15,24.128496,3.697447583,2.20887,0,0,6.86736167,15,113.6347948,0,3.877794,16.492896,31.180518,40.981356,0,0,0,0,0,0,0,0
181,0,766069.5949,4333797.118,1,2.639736,0.880973313,0.392688,0,0,4.13793424,6,120.102404,0,2.405214,4.537728,19.056276,29.631582,0,0,0,0,0,0,0,0
182,0,766068.0452,4333810.137,15,24.128496,3.697447583,2.20887,0,0,6.86736167,12,115.6100709,0,3.877794,15.069402,32.674914,39.034278,0,0,0,0,0,0,0,0
183,0,766066.4533,4333802.383,15,24.128496,4.13793424,2.405214,0,0,6.86736167,6,120.6290529,0,3.877794,6.397542,25.137486,34.185672,0,0,0,0,0,0,0,0
184,0,766064.0746,4333817.381,15,24.128496,2.72942743,1.47258,0,0,19.24054068,10,116.2609575,0,11.56248,23.599458,34.071138,44.510094,0,0,0,0,0,0,0,0
185,0,766063.2667,4333816.885,15,24.128496,2.72942743,1.47258,0,0,17.46114478,11,117.1964159,0,10.25352,23.67036,34.071138,44.510094,0,0,0,0,0,0,0,0
